Name,Size,Type,Alignment,HP,AC,Speed,Challenge_Rating,XP,STR,STR_Mod,DEX,DEX_Mod,CON,CON_Mod,INT,INT_Mod,WIS,WIS_Mod,CHA,CHA_Mod,Saving_Throws,Skills,Vulnerabilities,Damage_Vulnerabilities,Resistances,Immunities,Condition_Immunities,Passive_Perception,Senses,Languages,Traits,Actions,Reactions,Legendary_Actions,Legendary_Actions_Num,Bonus_Actions,Source_Name,Image_URL,cr_numeric,actual_hp,ac_value,speed_ground,speed_fly,speed_swim,speed_burrow,speed_climb,max_speed,movement_types_count,has_flying,size_ordinal,save_proficiency_count,skill_proficiency_count,resistance_count,immunity_count,vulnerability_count,condition_immunity_count,has_darkvision,darkvision_range,has_blindsight,has_truesight,has_tremorsense,passive_perception,action_count,reaction_count,bonus_action_count,has_legendary_actions,legendary_action_count,legendary_actions_per_round,highest_attack_bonus,highest_save_dc,estimated_dpr,feature_dpr,legendary_dpr,total_dpr,has_legendary_resistance,has_magic_resistance,has_regeneration,has_spellcasting,has_grapple,legendary_conditions,inflicts_poisoned,inflicts_blinded,inflicts_charmed,inflicts_deafened,inflicts_frightened,inflicts_incapacitated,inflicts_paralyzed,inflicts_petrified,inflicts_restrained,inflicts_stunned,inflicts_prone,has_advantage_condition,has_disadvantage_condition,has_attackers_advantage,feature_aggressive,feature_ambusher,feature_amorphous,feature_amphibious,feature_angelic_weapons,feature_antimagic_susceptibility,feature_avoidance,feature_blind_senses,feature_blood_frenzy,feature_breath_weapon,feature_brute,feature_charge,feature_charm,feature_constrict,feature_damage_absorption,feature_damage_transfer,feature_death_burst,feature_devils_sight,feature_dive_attack,feature_echolocation,feature_elemental_body,feature_enlarge,feature_etherealness,feature_false_appearance,feature_fey_ancestry,feature_fiendish_blessing,feature_flyby,feature_frightful_presence,feature_grapple,feature_grappler,feature_hold_breath,feature_horrifying_visage,feature_illumination,feature_immutable_form,feature_incorporeal_movement,feature_innate_spellcasting,feature_invisibility,feature_keen_senses,feature_labyrinthine_recall,feature_leadership,feature_legendary_resistance,feature_life_drain,feature_light_sensitivity,feature_magic_resistance,feature_magic_weapons,feature_martial_advantage,feature_mimicry,feature_nightmare_haunting,feature_nimble_escape,feature_otherworldly_perception,feature_pack_tactics,feature_parry,feature_possession,feature_pounce,feature_prone,feature_psychic_defense,feature_rampage,feature_read_thoughts,feature_reckless,feature_redirect_attack,feature_reel,feature_regeneration,feature_rejuvenation,feature_relentless,feature_shadow_stealth,feature_shapechange,feature_siege_monster,feature_slippery,feature_sneak_attack,feature_spell_immunity,feature_spellcasting,feature_spider_climb,feature_standing_leap,feature_steadfast,feature_stench,feature_sunlight_sensitivity,feature_superior_invisibility,feature_sure_footed,feature_surprise_attack,feature_swallow,feature_teleport,feature_terrain_camouflage,feature_threatening_reach,feature_tunneler,feature_turn_immunity,feature_turn_resistance,feature_two_heads,feature_web,feature_web_sense,feature_web_walker,feature_wounded_fury,feature_ac,feature_attack,total_ac,total_attack,hp_baseline,ac_baseline,attack_baseline,dpr_baseline,dc_baseline,size_ordinal_baseline,speed_ground_baseline,fly_speed_baseline,speed_fly_deviation,darkvision_baseline,darkvision_deviation,ac_deviation,attack_deviation,dpr_deviation,save_dc_deviation,size_ordinal_deviation,speed_ground_deviation,feature_hp,hp_after_phase1,resistance_multiplier,immunity_multiplier,hp_after_phase2,resistance_penalty,immunity_penalty,total_defensive_penalty,hp_after_resist_immun_penalty,has_legendary_resistance_scaled,has_regeneration_scaled,residual_hp,family,cr_tier
Shadow,Medium,undead,Chaotic Evil,16 (3d8+3),12,40 ft.,1/2,100,6,-2,14,2,13,1,6,-2,10,0,8,-1,—,Stealth +4,Radiant,Radiant,"Acid, Cold, Fire, Lightning, Thunder; Bludgeoning, Piercing, and Slashing From Nonmagical Attacks","Necrotic, Poison","Exhaustion, Frightened, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained",10,Darkvision 60 Ft.,—,"[{""Name"":""Amorphous"",""Desc"":""The shadow can move through a space as narrow as 1 inch wide without squeezing.""},{""Name"":""Shadow Stealth"",""Desc"":""While in dim light or darkness, the shadow can take the Hide action as a bonus action. Its stealth bonus is also improved to +6.""},{""Name"":""Sunlight Weakness"",""Desc"":""While in sunlight, the shadow has disadvantage on attack rolls, ability checks, and saving throws.""}]","[{""Name"":""Strength Drain"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""4"",""Reach"":""5 ft."",""Target"":""one creature"",""Damage"":""2d6 + 2"",""Damage Type"":""necrotic"",""Desc"":""The target's strength score is reduced by 1d4 The target dies if this reduces its Strength to 0. Otherwise, the reduction lasts until the target finishes a short or long rest. If a non-evil humanoid dies from this attack, a new shadow rises from the corpse 1d4 hours later""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390068546/-W57R_wG2xzXY8AnJQE51g/original.png,0.5,16,12,40,0,0,0,0,40,1,0,2,0,1,7,2,1,8,1,60,0,0,0,10,1,0,0,0,0,0,4.0,0,9.0,0.0,0,9.0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,4.0,33.0,12.0,4.0,8.0,12.0,2.0,30.0,30,0,60,0,4.0,0.0,1.0,0.0,0.0,10.0,0.0,33.0,0.25,0.25,27.25,6.8125,6.8125,13.625,13.625,0.0,0.0,2.375,shadow,cr1
Swarm of Spiders,Medium,swarm of tiny beasts,Unaligned,22 (5d8),12 (Natural Armor),"20 ft., climb 20 ft.",1/2,100,3,-4,13,1,10,0,1,-5,7,-2,1,-5,—,—,—,—,"Bludgeoning, Piercing, Slashing",—,"Charmed, Frightened, Paralyzed, Petrified, Prone, Restrained, Stunned",8,Blindsight 10 Ft.,—,"[{""Name"":""Swarm"",""Desc"":""The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points.""},{""Name"":""Spider Climb"",""Desc"":""The swarm can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.""},{""Name"":""Web Sense"",""Desc"":""While in contact with a web, the swarm knows the exact location of any other creature in contact with the same web.""},{""Name"":""Web Walker"",""Desc"":""The swarm ignores movement restrictions caused by webbing.""}]","[{""Name"":""Bites (swarm has more than half HP)"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""3"",""Reach"":""0 ft."",""Target"":""one target in the swarm's space"",""Damage"":""4d4"",""Damage Type"":""piercing""},{""Name"":""Bites (swarm has half HP or less)"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""3"",""Reach"":""0 ft."",""Target"":""one target in the swarm's space"",""Damage"":""2d4"",""Damage Type"":""piercing""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390116313/Y7R1Cci3hjEN-A7Cc1AhrA/original.png,0.5,22,12,20,0,0,0,20,20,2,0,2,0,0,3,0,0,7,0,0,1,0,0,10,2,0,0,0,0,0,3.0,0,10.0,0.0,0,10.0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,3.0,33.0,12.0,4.0,8.0,12.0,2.0,30.0,30,0,60,0,0.0,-1.0,2.0,0.0,0.0,-10.0,0.0,33.0,0.25,0.25,33.5,8.375,0.0,8.375,25.125,0.0,0.0,-3.125,beast,cr1
Warhorse,Large,beast,Unaligned,19 (3d10+3),11,60 ft.,1/2,100,18,4,12,1,13,1,2,-4,12,1,7,-2,—,—,—,—,—,—,—,11,—,—,"[{""Name"":""Trampling Charge"",""Desc"":""If the horse moves at least 20 ft. straight toward a creature and then hits it with a hooves attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the horse can make another attack with its hooves against it as a bonus action.""}]","[{""Name"":""Hooves"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""6"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""2d6 + 4"",""Damage Type"":""bludgeoning""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390116579/_4__Bc05GYIcj4O23JV3rQ/original.png,0.5,19,11,60,0,0,0,0,60,1,0,3,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,6.0,14,11.0,3.6666666666666665,0,14.666666666666666,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6.0,33.0,12.0,4.0,8.0,12.0,2.0,30.0,30,0,60,0,-1.0,2.0,6.666666666666666,2.0,1.0,30.0,0.0,33.0,0.25,0.25,17.75,0.0,0.0,0.0,17.75,0.0,0.0,1.25,beast,cr1
Warhorse Skeleton,Large,undead,Lawful Evil,22 (3d10+6),13 (Barding Scraps),60 ft.,1/2,100,18,4,12,1,15,2,2,-4,8,-1,5,-3,—,—,Bludgeoning,Bludgeoning,—,Poison,"Exhaustion, Poisoned",9,Darkvision 60 Ft.,—,—,"[{""Name"":""Hooves"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""6"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""2d6 + 4"",""Damage Type"":""bludgeoning""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390116586/5xt2QfjEWi_cUU3YYDSJ1Q/original.png,0.5,22,13,60,0,0,0,0,60,1,0,3,0,0,0,1,1,2,1,60,0,0,0,10,1,0,0,0,0,0,6.0,0,11.0,0.0,0,11.0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6.0,33.0,12.0,4.0,8.0,12.0,2.0,30.0,30,0,60,0,1.0,2.0,3.0,0.0,1.0,30.0,0.0,33.0,0.25,0.25,25.25,0.0,6.3125,6.3125,18.9375,0.0,0.0,3.0625,undead,cr1
Thug,Medium,humanoid (any race),Any Non-good Alignment,32 (5d8+10),11 (Leather Armor),30 ft.,1/2,100,15,2,11,0,14,2,10,0,10,0,11,0,—,Intimidation +2,—,—,—,—,—,10,—,Any One Language (Usually Common),"[{""Name"":""Pack Tactics"",""Desc"":""The thug has advantage on an attack roll against a creature if at least one of the thug's allies is within 5 ft. of the creature and the ally isn't incapacitated.""}]","[{""Name"":""Multiattack"",""Desc"":""The thug makes two melee attacks.""},{""Name"":""Mace"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""4"",""Reach"":""5 ft."",""Target"":""one creature"",""Damage"":""1d6 + 2"",""Damage Type"":""bludgeoning""},{""Name"":""Heavy Crossbow"",""Type Attack"":""Weapon Attack"",""Type"":""Ranged"",""Hit Bonus"":""2"",""Reach"":""100/400 ft."",""Target"":""one target"",""Damage"":""1d10"",""Damage Type"":""piercing""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390116332/rbAHhU48WK0-FQ5B_mv2Pg/original.png,0.5,32,11,30,0,0,0,0,30,1,0,2,0,1,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,4.0,0,11.0,0.0,0,11.0,0,0,0,0,0,[],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,5.0,33.0,12.0,4.0,8.0,12.0,2.0,30.0,30,0,60,0,-1.0,1.0,3.0,0.0,0.0,0.0,0.0,33.0,0.25,0.25,30.25,0.0,0.0,0.0,30.25,0.0,0.0,1.75,thug,cr1
Worg,Large,monstrosity,Neutral Evil,26 (4d10+4),13 (Natural Armor),50 ft.,1/2,100,16,3,13,1,13,1,7,-2,11,0,8,-1,—,Perception +4,—,—,—,—,—,14,Darkvision 60 Ft.,"Goblin, Worg","[{""Name"":""Keen Hearing and Smell"",""Desc"":""The worg has advantage on Wisdom (Perception) checks that rely on hearing or smell.""}]","[{""Name"":""Bite"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""5"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""2d6 + 3"",""Damage Type"":""piercing"",""Desc"":""If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390116937/0GPwMixxySUDx9x_28NFHQ/original.png,0.5,26,13,50,0,0,0,0,50,1,0,3,0,1,0,0,0,0,1,60,0,0,0,10,1,0,0,0,0,0,5.0,13,10.0,0.0,0,10.0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5.0,33.0,12.0,4.0,8.0,12.0,2.0,30.0,30,0,60,0,1.0,1.0,2.0,1.0,1.0,20.0,0.0,33.0,0.25,0.25,23.75,0.0,0.0,0.0,23.75,0.0,0.0,2.25,worg,cr1
Deep Gnome (Svirfneblin),Small,humanoid (gnome),Neutral Good,16 (3d6 + 6),15 (chain shirt),20 ft.,1/2,100,15,2,14,2,14,2,12,1,10,0,9,-1,—,"Investigation +3, Perception +2, Stealth +4",—,—,—,—,—,12,darkvision 120 ft.,"Gnomish, Terran, Undercommon","[{""Name"":""Stone Camouflage"",""Desc"":""The gnome has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.""},{""Name"":""Gnome Cunning"",""Desc"":""The gnome has advantage on Intelligence, Wisdom, and Charisma saving throws against magic.""},{""Name"":""Innate Spellcasting"",""Desc"":""The gnome's innate spellcasting ability is Intelligence (spell save DC 11). It can innately cast the following spells, requiring no material components:  At will: nondetection (self only) 1/day each: blindness deafness, blur, disguise self""}]","[{""Name"":""War Pick"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""4"",""Reach"":""5 ft."",""Target"":""one target"",""Damage"":""1d8 + 2"",""Damage Type"":""piercing""},{""Name"":""Poisoned Dart"",""Type Attack"":""Weapon Attack"",""Type"":""Ranged"",""Hit Bonus"":""4"",""Reach"":""30/120 ft."",""Target"":""one creature"",""Damage"":""1d4 + 2"",""Damage Type"":""piercing"",""Desc"":""The target must succeed on a dc 12 constitution saving throw or be poisoned for 1 minute The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390116042/nfplC_7MvSXpmXUz_hct1Q/original.png,0.5,16,15,20,0,0,0,0,20,1,0,1,0,3,0,0,0,0,1,120,0,0,0,10,2,0,0,0,0,0,4.0,12,6.5,0.0,0,6.5,0,0,0,1,0,[],1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,4.0,33.0,12.0,4.0,8.0,12.0,2.0,30.0,30,0,60,60,3.0,0.0,-1.5,0.0,-1.0,-10.0,0.0,33.0,0.25,0.25,29.125,0.0,0.0,0.0,29.125,0.0,0.0,-13.125,deep gnome (svirfneblin),cr1
Dust Mephit,Small,elemental,Neutral Evil,17 (5d6),12,"30 ft., fly 30 ft.",1/2,100,5,-3,14,2,10,0,9,-1,11,0,10,0,—,"Perception +2, Stealth +4",Fire,Fire,—,Poison,Poisoned,12,Darkvision 60 Ft.,"Auran, Terran","[{""Name"":""Death Burst"",""Desc"":""When the mephit dies, it explodes in a burst of dust. Each creature within 5 ft. of it must then succeed on a DC 10 Constitution saving throw or be blinded for 1 minute. A blinded creature can repeat the saving throw on each of its turns, ending the effect on itself on a success.""},{""Name"":""Innate Spellcasting (1/Day)"",""Desc"":""The mephit can innately cast sleep, requiring no material components. Its innate spellcasting ability is Charisma.""}]","[{""Name"":""Claws"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""4"",""Reach"":""5 ft."",""Target"":""one creature"",""Damage"":""1d4 + 2"",""Damage Type"":""slashing""},{""Name"":""Blinding Breath (Recharge 6)"",""Desc"":""The mephit exhales a 15-foot cone of blinding dust. Each creature in that area must succeed on a DC 10 Dexterity saving throw or be blinded for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390062479/xQiZoGtA6VdquwH2EDMpxQ/original.png,0.5,17,12,30,30,0,0,0,30,2,1,1,0,2,0,1,1,1,1,60,0,0,0,10,2,0,0,0,0,0,4.0,10,10.5,0.0,0,10.5,0,0,0,1,0,[],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,4.0,33.0,12.0,4.0,8.0,12.0,2.0,30.0,30,0,60,0,2.0,0.0,2.5,-2.0,-1.0,0.0,0.0,33.0,0.25,0.25,35.125,0.0,8.78125,8.78125,26.34375,0.0,0.0,-9.34375,elemental,cr1
Ice Mephit,Small,elemental,Neutral Evil,21 (6d6),11,"30 ft., fly 30 ft.",1/2,100,7,-2,13,1,10,0,9,-1,11,0,12,1,—,"Perception +2, Stealth +3","Bludgeoning, Fire","Bludgeoning, Fire",—,"Cold, Poison",Poisoned,12,Darkvision 60 Ft.,"Aquan, Auran","[{""Name"":""Death Burst"",""Desc"":""When the mephit dies, it explodes in a burst of jagged ice. Each creature within 5 ft. of it must make a DC 10 Dexterity saving throw, taking 4 (1d8) slashing damage on a failed save, or half as much damage on a successful one.""},{""Name"":""False Appearance"",""Desc"":""While the mephit remains motionless, it is indistinguishable from an ordinary shard of ice.""},{""Name"":""Innate Spellcasting (1/Day)"",""Desc"":""The mephit can innately cast fog cloud, requiring no material components. Its innate spellcasting ability is Charisma.""}]","[{""Name"":""Claws"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""3"",""Reach"":""5 ft."",""Target"":""one creature"",""Damage"":""1d4 + 1"",""Damage Type"":""slashing"",""Damage 2"":""1d4"",""Damage 2 Type"":""cold""},{""Name"":""Frost Breath (Recharge 6)"",""Desc"":""The mephit exhales a 15-foot cone of cold air. Each creature in that area must succeed on a DC 10 Dexterity saving throw, taking 5 (2d4) cold damage on a failed save, or half as much damage on a successful one.""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390065078/7oE-XbjGFH3nvbsXWxtYJQ/original.png,0.5,21,11,30,30,0,0,0,30,2,1,1,0,2,0,2,2,1,1,60,0,0,0,10,2,0,0,0,0,0,3.0,10,6.0,4.0,0,10.0,0,0,0,1,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,3.0,33.0,12.0,4.0,8.0,12.0,2.0,30.0,30,0,60,0,1.0,-1.0,2.0,-2.0,-1.0,0.0,0.0,33.0,0.25,0.25,39.0,0.0,9.75,9.75,29.25,0.0,0.0,-8.25,elemental,cr1
Swarm of Insects,Medium,swarm of tiny beasts,Unaligned,22 (5d8),12 (Natural Armor),"20 ft., climb 20 ft.",1/2,100,3,-4,13,1,10,0,1,-5,7,-2,1,-5,—,—,—,—,"Bludgeoning, Piercing, Slashing",—,"Charmed, Frightened, Grappled, Paralyzed, Petrified, Prone, Restrained, Stunned",8,Blindsight 10 Ft.,—,"[{""Name"":""Swarm"",""Desc"":""The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points.""}]","[{""Name"":""Bites (swarm has more than half HP)"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""3"",""Reach"":""0 ft."",""Target"":""one target in the swarm's space"",""Damage"":""4d4"",""Damage Type"":""piercing""},{""Name"":""Bites (swarm has half HP or less)"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""3"",""Reach"":""0 ft."",""Target"":""one target in the swarm's space"",""Damage"":""2d4"",""Damage Type"":""piercing""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390116069/KfJYcVcUH1zizfLfAL3xQQ/original.png,0.5,22,12,20,0,0,0,20,20,2,0,2,0,0,3,0,0,8,0,0,1,0,0,10,2,0,0,0,0,0,3.0,0,10.0,0.0,0,10.0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3.0,33.0,12.0,4.0,8.0,12.0,2.0,30.0,30,0,60,0,0.0,-1.0,2.0,0.0,0.0,-10.0,0.0,33.0,0.25,0.25,33.5,8.375,0.0,8.375,25.125,0.0,0.0,-3.125,swarm of insects,cr1
Darkmantle,Small,monstrosity,Unaligned,22 (5d6+5),11,"10 ft., fly 30 ft.",1/2,100,16,3,12,1,13,1,2,-4,10,0,5,-3,—,Stealth +3,—,—,—,—,—,10,Blindsight 60 Ft.,—,"[{""Name"":""Echolocation"",""Desc"":""The darkmantle can't use its blindsight while deafened.""},{""Name"":""False Appearance"",""Desc"":""While the darkmantle remains motionless, it is indistinguishable from a cave formation such as a stalactite or stalagmite.""}]","[{""Name"":""Crush"",""Type Attack"":""Weapon Attack"",""Type"":""Melee"",""Hit Bonus"":""5"",""Reach"":""5 ft."",""Target"":""one creature"",""Damage"":""1d6 + 3"",""Damage Type"":""bludgeoning"",""Desc"":""The darkmantle attaches to the target If the target is Medium or smaller and the darkmantle has advantage on the attack roll, it attaches by engulfing the target's head, and the target is also blinded and unable to breathe while the darkmantle is attached in this way. While attached to the target, the darkmantle can attack no other creature except the target but has advantage on its attack rolls. The darkmantle's speed also becomes 0, it can't benefit from any bonus to its speed, and it moves with the target. A creature can detach the darkmantle by making a successful DC 13 Strength check as an action. On its turn, the darkmantle can detach itself from the target by using 5 feet of movement""},{""Name"":""Darkness Aura (1/day)"",""Desc"":""A 15-foot radius of magical darkness extends out from the darkmantle, moves with it, and spreads around corners. The darkness lasts as long as the darkmantle maintains concentration, up to 10 minutes (as if concentrating on a spell). Darkvision can't penetrate this darkness, and no natural light can illuminate it. If any of the darkness overlaps with an area of light created by a spell of 2nd level or lower, the spell creating the light is dispelled.""}]",—,—,—,,Free Basic Rules (2014),https://files.d20.io/images/390061947/4T9CTp07NEDbfWPdU66m0g/original.png,0.5,22,11,10,30,0,0,0,30,2,1,1,0,1,0,0,0,0,0,0,1,0,0,10,2,0,0,0,0,0,5.0,13,6.5,0.0,0,6.5,0,0,0,0,0,[],0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5.0,33.0,12.0,4.0,8.0,12.0,2.0,30.0,30,0,60,0,-1.0,1.0,-1.5,1.0,-1.0,-20.0,0.0,33.0,0.25,0.25,28.625,0.0,0.0,0.0,28.625,0.0,0.0,-6.625,darkmantle,cr1
